week,timestamp,source_window,total_load,mean_od,p95_od,max_od,cv_od,next_total_load,relative_change
X02,2004-03-14T07:05:00,1813,0.83671848,0.00581055,0.02686527,0.05199374,1.65937604,0.85193143,0.01818168
X02,2004-03-14T07:45:00,1821,0.81292802,0.00564533,0.02755325,0.05299910,1.74392175,0.80900475,-0.00482609
X02,2004-03-14T08:30:00,1830,0.84162497,0.00584462,0.02506723,0.05308078,1.73639056,0.81331993,-0.03363141
X02,2004-03-14T09:10:00,1838,0.82201017,0.00570840,0.02606245,0.06389673,1.92294734,0.76541166,-0.06885378
X02,2004-03-14T09:50:00,1846,0.78186427,0.00542961,0.02642189,0.05480369,1.73151100,0.78564950,0.00484129
X02,2004-03-14T10:35:00,1855,0.78747545,0.00546858,0.02132106,0.05893738,1.87283903,0.75799762,-0.03743333
X02,2004-03-14T11:15:00,1863,0.71601206,0.00497231,0.02528732,0.06132074,1.83668858,0.72182519,0.00811875
X02,2004-03-14T12:00:00,1872,0.72723657,0.00505025,0.02308904,0.05209754,1.79446506,0.70949285,-0.02439882
X02,2004-03-14T12:40:00,1880,0.73357896,0.00509430,0.02494415,0.04689932,1.74574135,0.69146502,-0.05740887
X02,2004-03-14T13:25:00,1889,0.73228356,0.00508530,0.02188372,0.05237136,1.70297072,0.77919465,0.06406137
X02,2004-03-14T14:05:00,1897,0.69857117,0.00485119,0.02249046,0.04973239,1.77244404,0.80157315,0.14744665
X02,2004-03-14T14:45:00,1905,0.80243159,0.00557244,0.02328024,0.04967063,1.69317119,0.78059969,-0.02720719
X02,2004-03-14T15:30:00,1914,0.80475140,0.00558855,0.02508800,0.05286052,1.72487481,0.78710365,-0.02192945
X02,2004-03-14T16:10:00,1922,0.86701481,0.00602094,0.02613225,0.06969973,1.90780624,0.85233275,-0.01693404
X02,2004-03-14T16:55:00,1931,0.84747817,0.00588527,0.02609121,0.05530831,1.74008907,0.87208825,0.02903919
X02,2004-03-14T17:35:00,1939,0.86123363,0.00598079,0.02837039,0.05781132,1.81679859,0.86855037,0.00849565
X02,2004-03-14T18:20:00,1948,0.91975666,0.00638720,0.02708845,0.06690175,1.78948837,0.88219101,-0.04084303
X02,2004-03-14T19:00:00,1956,0.95806719,0.00665324,0.02707715,0.05617441,1.66153115,0.91104223,-0.04908316
X02,2004-03-14T19:40:00,1964,1.01343026,0.00703771,0.03057855,0.05732564,1.64322291,1.00706150,-0.00628436
X02,2004-03-14T20:25:00,1973,0.97373685,0.00676206,0.02989439,0.06857704,1.71543352,1.01437224,0.04173139
X02,2004-03-14T21:05:00,1981,0.94049303,0.00653120,0.02802373,0.06619909,1.71914498,0.97851691,0.04042973
X02,2004-03-14T21:50:00,1990,1.00644007,0.00698917,0.03123996,0.05867205,1.61534471,0.97861475,-0.02764726
X02,2004-03-14T22:30:00,1998,1.01933744,0.00707873,0.03273998,0.05675357,1.65457934,1.00910149,-0.01004176
X02,2004-03-14T23:15:00,2007,0.95489214,0.00663120,0.03098061,0.06496309,1.75325952,0.91104114,-0.04592246
X02,2004-03-14T23:55:00,2015,0.93912666,0.00652171,0.02885546,0.05224071,1.66227708,0.93912666,0.00000000
X03,2004-04-02T00:00:00,0,1.10762109,0.00769181,0.03443382,0.07560935,1.68142337,1.06375634,-0.03960266
X03,2004-04-02T00:40:00,8,1.05497973,0.00732625,0.03422131,0.07729036,1.68991392,1.07043723,0.01465194
X03,2004-04-02T01:25:00,17,1.09474441,0.00760239,0.03400038,0.06934233,1.64654236,1.09203962,-0.00247070
X03,2004-04-02T02:05:00,25,1.08133489,0.00750927,0.03243823,0.07287441,1.72861423,1.14272352,0.05677116
X03,2004-04-02T02:50:00,34,1.08662755,0.00754602,0.03576033,0.07417563,1.69868605,1.08338054,-0.00298815
X03,2004-04-02T03:30:00,42,1.08714286,0.00754960,0.03369363,0.07340420,1.69247017,1.06788533,-0.01771389
X03,2004-04-02T04:15:00,51,1.06413743,0.00738984,0.03293204,0.07312441,1.72405836,1.06211062,-0.00190466
X03,2004-04-02T04:55:00,59,1.02520044,0.00711945,0.03302171,0.07536958,1.73169201,1.02290035,-0.00224355
X03,2004-04-02T05:35:00,67,0.98904176,0.00686835,0.03113947,0.06840492,1.70894176,1.01615199,0.02741060
X03,2004-04-02T06:20:00,76,0.99700146,0.00692362,0.03029515,0.06975192,1.68486598,1.06585001,0.06905562
X03,2004-04-02T07:00:00,84,1.17609526,0.00816733,0.03261423,0.14599096,2.07297244,1.12709808,-0.04166089
X03,2004-04-02T07:45:00,93,0.98291834,0.00682582,0.03024461,0.07296112,1.80560697,1.00239911,0.01981932
X03,2004-04-02T08:25:00,101,1.11932066,0.00777306,0.03319322,0.14177199,2.15048385,1.07141507,-0.04279881
X03,2004-04-02T09:10:00,110,1.01247680,0.00703109,0.03256410,0.08155582,1.93888911,0.94105845,-0.07053826
X03,2004-04-02T09:50:00,118,0.91603165,0.00636133,0.03093180,0.09039027,1.91060945,0.91710071,0.00116706
X03,2004-04-02T10:30:00,126,0.91986353,0.00638794,0.02909202,0.08450326,1.88111128,0.89757113,-0.02423447
X03,2004-04-02T11:15:00,135,0.87436469,0.00607198,0.02826153,0.09329764,2.01858635,0.87087996,-0.00398544
X03,2004-04-02T11:55:00,143,0.85548083,0.00594084,0.03015891,0.08027920,1.92250014,0.86895683,0.01575255
X03,2004-04-02T12:40:00,152,0.86178186,0.00598460,0.02613513,0.07478987,1.86570500,0.86561134,0.00444368
X03,2004-04-02T13:20:00,160,0.87354557,0.00606629,0.02830609,0.08316370,1.94185193,0.87850687,0.00567950
X03,2004-04-02T14:05:00,169,0.92892991,0.00645090,0.02909295,0.09359774,1.91631489,0.98766015,0.06322354
X03,2004-04-02T14:45:00,177,1.05209399,0.00730621,0.03677533,0.09568449,1.84329993,1.01047354,-0.03955963
X03,2004-04-02T15:25:00,185,1.06547460,0.00739913,0.03631248,0.10205382,1.83499142,1.05720646,-0.00776005
X03,2004-04-02T16:10:00,194,1.12045549,0.00778094,0.03003720,0.09473753,1.82328035,1.06325830,-0.05104816
X03,2004-04-02T16:50:00,202,1.11420366,0.00773753,0.03580906,0.09070195,1.76378091,1.10064225,-0.01217140
X03,2004-04-02T17:35:00,211,1.13808089,0.00790334,0.03753758,0.08914867,1.72918944,1.15316037,0.01324992
X03,2004-04-02T18:15:00,219,1.19236774,0.00828033,0.03772675,0.09131886,1.69528492,1.16666487,-0.02155616
X03,2004-04-02T19:00:00,228,1.20129641,0.00834234,0.03154988,0.08092320,1.64536333,1.22084690,0.01627449
X03,2004-04-02T19:40:00,236,1.24816056,0.00866778,0.03568284,0.08417401,1.66588069,1.22694236,-0.01699958
X03,2004-04-02T20:20:00,244,1.19097011,0.00827063,0.03500937,0.07771065,1.60922415,1.20247216,0.00965772
X03,2004-04-02T21:05:00,253,1.16434314,0.00808572,0.03419144,0.07786897,1.64761674,1.23094133,0.05719808
X03,2004-04-02T21:45:00,261,1.13649493,0.00789233,0.03302086,0.07787589,1.67387387,1.12997905,-0.00573331
X03,2004-04-02T22:30:00,270,1.08984106,0.00756834,0.03052863,0.07299738,1.61244255,1.08702254,-0.00258618
X03,2004-04-02T23:10:00,278,1.12057332,0.00778176,0.03967164,0.07469031,1.78361277,1.04490349,-0.06752778
X03,2004-04-02T23:55:00,287,1.02510882,0.00711881,0.03543038,0.07367962,1.70981163,1.14182715,0.11385946
X03,2004-04-03T00:35:00,295,1.11189056,0.00772146,0.02971925,0.22711696,3.06606631,1.13095442,0.01714545
X03,2004-04-03T01:20:00,304,1.06678264,0.00740821,0.03106237,0.20343708,3.00765352,1.07364623,0.00643391
X03,2004-04-03T02:00:00,312,1.04817455,0.00727899,0.02674125,0.18835718,2.92465180,1.05730060,0.00870661
X03,2004-04-03T02:40:00,320,1.04583799,0.00726276,0.02777290,0.19749247,2.94756525,1.06014903,0.01368379
X03,2004-04-03T03:25:00,329,1.08351687,0.00752442,0.02822233,0.19264508,2.89090364,1.07716858,-0.00585897
X03,2004-04-03T04:05:00,337,0.98039115,0.00680827,0.02349911,0.15790896,2.83809250,0.99090283,0.01072193
X03,2004-04-03T04:50:00,346,0.92029288,0.00639092,0.02485584,0.12532764,2.60278504,0.93358262,0.01444077
X03,2004-04-03T05:30:00,354,0.92610676,0.00643130,0.02620033,0.12308350,2.55102120,0.93709568,0.01186572
X03,2004-04-03T06:15:00,363,0.89602264,0.00622238,0.02723724,0.11626958,2.51720195,0.90543083,0.01049995
X03,2004-04-03T06:55:00,371,0.89970116,0.00624792,0.02720487,0.12353741,2.58344012,0.93834354,0.04295023
X03,2004-04-03T07:35:00,379,0.91827202,0.00637689,0.03123637,0.12421821,2.55270090,0.90116966,-0.01862450
X03,2004-04-03T08:20:00,388,0.85997364,0.00597204,0.02598762,0.12093212,2.57530387,0.85402767,-0.00691414
X03,2004-04-03T09:00:00,396,0.86344304,0.00599613,0.02589268,0.11555386,2.57287640,0.82815834,-0.04086512
X03,2004-04-03T09:45:00,405,0.77866724,0.00540741,0.02297222,0.10558810,2.54841681,0.77951968,0.00109473
X03,2004-04-03T10:25:00,413,0.79597092,0.00552758,0.02451408,0.10673048,2.53769094,0.76474563,-0.03922918
X03,2004-04-03T11:10:00,422,0.74492603,0.00517310,0.02350898,0.09643653,2.54650658,0.72583784,-0.02562428
X03,2004-04-03T11:50:00,430,0.70539138,0.00489855,0.02370344,0.10051695,2.58720634,0.68742102,-0.02547573
X03,2004-04-03T12:30:00,438,0.70127878,0.00486999,0.02016607,0.10362774,2.62185476,0.68303463,-0.02601555
X03,2004-04-03T13:15:00,447,0.67218133,0.00466793,0.01825751,0.09636318,2.63629089,0.68101417,0.01314056
X03,2004-04-03T13:55:00,455,0.65198791,0.00452769,0.01694441,0.09461822,2.61265648,0.69200033,0.06136989
X03,2004-04-03T14:40:00,464,0.73427585,0.00509914,0.02097629,0.10308949,2.57233915,0.73897153,0.00639498
X03,2004-04-03T15:20:00,472,0.75042991,0.00521132,0.02055725,0.10179435,2.56261010,0.74943720,-0.00132287
X03,2004-04-03T16:05:00,481,0.78945408,0.00548232,0.02399655,0.11332853,2.61632589,0.82749069,0.04818090
X03,2004-04-03T16:45:00,489,0.77360821,0.00537228,0.02033877,0.11330320,2.63323465,0.76797426,-0.00728269
X03,2004-04-03T17:25:00,497,0.79173310,0.00549815,0.02721232,0.10382102,2.53791900,0.77734135,-0.01817753
X03,2004-04-03T18:10:00,506,0.89976523,0.00624837,0.03091410,0.10788222,2.54251718,0.83758072,-0.06911192
X03,2004-04-03T18:50:00,514,0.82301507,0.00571538,0.02882420,0.11084549,2.55555185,0.84745787,0.02969908
X03,2004-04-03T19:35:00,523,0.90603026,0.00629188,0.02860225,0.13021916,2.62998404,0.89188168,-0.01561601
X03,2004-04-03T20:15:00,531,0.90394988,0.00627743,0.02497113,0.12443472,2.60106715,0.91789121,0.01542267
X03,2004-04-03T21:00:00,540,0.89600143,0.00622223,0.02814475,0.12284439,2.55353809,0.90342700,0.00828745
X03,2004-04-03T21:40:00,548,0.93299748,0.00647915,0.02561998,0.11493007,2.46880058,0.91371852,-0.02066347
X03,2004-04-03T22:20:00,556,0.93568186,0.00649779,0.02878522,0.12277354,2.47652546,0.95949296,0.02544786
X03,2004-04-03T23:05:00,565,0.87731078,0.00609244,0.02862834,0.12095573,2.59132490,0.92471427,0.05403272
X03,2004-04-03T23:45:00,573,0.89853457,0.00623982,0.02718717,0.11728666,2.54871914,0.91263240,0.01568980
X03,2004-04-04T00:30:00,582,0.87004839,0.00604200,0.02738900,0.06146463,1.74121866,0.85502224,-0.01727048
X03,2004-04-04T01:10:00,590,0.92799485,0.00644441,0.02794948,0.06663169,1.80516584,0.85975852,-0.07353094
X03,2004-04-04T01:55:00,599,0.87055234,0.00604550,0.02615755,0.06101098,1.69366548,0.90289207,0.03714853
X03,2004-04-04T02:35:00,607,0.86587875,0.00601305,0.02648092,0.06347616,1.73402634,0.87691736,0.01274845
X03,2004-04-04T03:15:00,615,0.89078181,0.00618598,0.02624909,0.07619119,1.80355213,0.88312010,-0.00860111
X03,2004-04-04T04:00:00,624,0.90124065,0.00625862,0.02729387,0.06563546,1.75871868,0.88269516,-0.02057773
X03,2004-04-04T04:40:00,632,0.84468153,0.00586584,0.02591094,0.06299486,1.74615601,0.82379882,-0.02472259
X03,2004-04-04T05:25:00,641,0.84841288,0.00589176,0.02895623,0.06250072,1.78444763,0.83054521,-0.02106011
X03,2004-04-04T06:05:00,649,0.79583623,0.00552664,0.02649653,0.05764296,1.72729760,0.87704602,0.10204335
X03,2004-04-04T06:50:00,658,0.82198428,0.00570822,0.02513847,0.06540196,1.76111063,0.81567384,-0.00767707
X03,2004-04-04T07:30:00,666,0.83962769,0.00583075,0.02644161,0.06549596,1.73845589,0.84671054,0.00843570
X03,2004-04-04T08:10:00,674,0.85692642,0.00595088,0.02799250,0.06537172,1.87954385,0.82588392,-0.03622539
X03,2004-04-04T08:55:00,683,0.74901316,0.00520148,0.02422827,0.05530484,1.77420441,0.77465995,0.03424078
X03,2004-04-04T09:35:00,691,0.79265530,0.00550455,0.02485495,0.06052711,1.78564873,0.78208146,-0.01333976
X03,2004-04-04T10:20:00,700,0.79202628,0.00550018,0.02587469,0.06612088,1.83289505,0.78596641,-0.00765110
X03,2004-04-04T11:00:00,708,0.74296757,0.00515950,0.02514015,0.05904129,1.84903332,0.69308436,-0.06714050
X03,2004-04-04T11:45:00,717,0.63397417,0.00440260,0.01787433,0.05577024,1.85180051,0.63204875,-0.00303707
X03,2004-04-04T12:25:00,725,0.65345748,0.00453790,0.01979103,0.05589121,1.90408539,0.63217318,-0.03257181
X03,2004-04-04T13:05:00,733,0.66122022,0.00459181,0.01717488,0.05378903,1.86091360,0.74245803,0.12286045
X03,2004-04-04T13:50:00,742,0.66516636,0.00461921,0.01836072,0.05388953,1.78470894,0.67001504,0.00728942
X03,2004-04-04T14:30:00,750,0.73803751,0.00512526,0.02431180,0.05557075,1.91521794,0.65401663,-0.11384365
X03,2004-04-04T15:15:00,759,0.69766004,0.00484486,0.02044590,0.07500985,2.00483212,0.69326548,-0.00629901
X03,2004-04-04T15:55:00,767,0.71235264,0.00494689,0.01988687,0.06019922,1.83423695,0.74974319,0.05248883
X03,2004-04-04T16:40:00,776,0.76805038,0.00533368,0.02303579,0.06489465,1.79158663,0.76132564,-0.00875559
X03,2004-04-04T17:20:00,784,0.75042266,0.00521127,0.02060595,0.05580710,1.78500630,0.75792343,0.00999539
X03,2004-04-04T18:05:00,793,0.78400067,0.00544445,0.02170017,0.05538497,1.75710871,0.87383192,0.11458057
X03,2004-04-04T18:45:00,801,0.79518075,0.00552209,0.02193503,0.05451904,1.72077461,0.78977531,-0.00679775
X03,2004-04-04T19:25:00,809,0.85470657,0.00593546,0.02326280,0.06423887,1.78604887,0.87724195,0.02636623
X03,2004-04-04T20:10:00,818,0.97089151,0.00674230,0.02900480,0.06216126,1.82861425,0.89978087,-0.07324262
X03,2004-04-04T20:50:00,826,0.89846216,0.00623932,0.02728175,0.05575725,1.68455591,0.87791519,-0.02286904
X03,2004-04-04T21:35:00,835,0.97422944,0.00676548,0.02876819,0.07173164,1.74404971,0.96905277,-0.00531360
X03,2004-04-04T22:15:00,843,0.95789436,0.00665204,0.02650231,0.07608975,1.73968679,0.98241253,0.02559590
X03,2004-04-04T23:00:00,852,0.91180869,0.00633200,0.02586886,0.06410044,1.69609943,0.90228875,-0.01044072
X03,2004-04-04T23:40:00,860,0.94365081,0.00655313,0.02864772,0.06123506,1.66230306,0.91890637,-0.02622203
X03,2004-04-05T00:20:00,868,0.91498514,0.00635406,0.03194398,0.06210759,1.73673903,0.91697473,0.00217445
X03,2004-04-05T01:05:00,877,0.95054811,0.00660103,0.03070990,0.06194450,1.66589843,1.02482100,0.07813691
X03,2004-04-05T01:45:00,885,0.93074973,0.00646354,0.02901250,0.06525052,1.67867027,0.92397072,-0.00728339
X03,2004-04-05T02:30:00,894,1.00691666,0.00699248,0.03149768,0.06392298,1.65066577,1.00577376,-0.00113505
X03,2004-04-05T03:10:00,902,1.06047690,0.00736442,0.03398461,0.06894881,1.75767712,1.02697337,-0.03159289
X03,2004-04-05T03:55:00,911,0.99510184,0.00691043,0.03118248,0.06726561,1.68786782,1.00671785,0.01167318
X03,2004-04-05T04:35:00,919,1.01448257,0.00704502,0.03219978,0.06909067,1.66196245,1.03055583,0.01584380
X03,2004-04-05T05:15:00,927,0.98880924,0.00686673,0.03412781,0.06519222,1.70740047,0.96561710,-0.02345462
X03,2004-04-05T06:00:00,936,1.01307348,0.00703523,0.03177167,0.05834796,1.60497730,0.97505545,-0.03752741
X03,2004-04-05T06:40:00,944,0.99485615,0.00690872,0.03259289,0.06763418,1.69066267,0.96628522,-0.02871866
X03,2004-04-05T07:25:00,953,0.97081774,0.00674179,0.02963764,0.07711396,1.79580380,0.98895945,0.01868704
X03,2004-04-05T08:05:00,961,0.97754850,0.00678853,0.03106348,0.08293976,1.79800996,1.01900988,0.04241363
X03,2004-04-05T08:50:00,970,0.92579424,0.00642913,0.03182511,0.09677168,1.91325975,0.91581775,-0.01077614
X03,2004-04-05T09:30:00,978,0.94075282,0.00653301,0.03124123,0.09692973,1.92288960,0.93372843,-0.00746678
X03,2004-04-05T10:10:00,986,0.94992901,0.00659673,0.03191317,0.09116155,1.95889856,0.92909284,-0.02193445
X03,2004-04-05T10:55:00,995,0.86185306,0.00598509,0.02750169,0.09044268,1.96605398,0.90083564,0.04523113
X03,2004-04-05T11:35:00,1003,0.88257488,0.00612899,0.02868690,0.08537297,1.93885688,0.89284738,0.01163924
X03,2004-04-05T12:20:00,1012,0.90622818,0.00629325,0.02774417,0.09038078,1.94581561,0.88812265,-0.01997900
X03,2004-04-05T13:00:00,1020,0.91331477,0.00634246,0.02750622,0.09314628,1.93792089,0.90955506,-0.00411655
X03,2004-04-05T13:45:00,1029,0.98897451,0.00686788,0.03027922,0.08621811,1.86602189,0.99624152,0.00734803
X03,2004-04-05T14:25:00,1037,1.07563589,0.00746969,0.03381776,0.09384950,1.80968753,1.07740201,0.00164193
X03,2004-04-05T15:05:00,1045,1.10492301,0.00767308,0.03522039,0.08901239,1.76300155,1.20468934,0.09029257
X03,2004-04-05T15:50:00,1054,1.15823491,0.00804330,0.03581149,0.09708589,1.77715972,1.15903014,0.00068659
X03,2004-04-05T16:30:00,1062,1.18574219,0.00823432,0.03421171,0.09427300,1.72759858,1.17657682,-0.00772965
X03,2004-04-05T17:15:00,1071,1.19128248,0.00827279,0.03646673,0.09382340,1.77084932,1.17547731,-0.01326735
X03,2004-04-05T17:55:00,1079,1.16750893,0.00810770,0.03600191,0.08189326,1.67857364,1.18953383,0.01886487
X03,2004-04-05T18:40:00,1088,1.21567425,0.00844218,0.03705446,0.08281401,1.68205176,1.18976020,-0.02131660
X03,2004-04-05T19:20:00,1096,1.21824762,0.00846005,0.03601283,0.08633944,1.74992488,1.25107418,0.02694572
X03,2004-04-05T20:00:00,1104,1.25597448,0.00872204,0.03783152,0.08587520,1.68554347,1.21733616,-0.03076362
X03,2004-04-05T20:45:00,1113,1.24092112,0.00861751,0.04111253,0.08309883,1.64614644,1.24192226,0.00080677
X03,2004-04-05T21:25:00,1121,1.23841392,0.00860010,0.04000958,0.08374005,1.67717963,1.24886329,0.00843770
X03,2004-04-05T22:10:00,1130,1.21370054,0.00842848,0.03860367,0.08514280,1.73482855,1.16654572,-0.03885211
X03,2004-04-05T22:50:00,1138,1.11963798,0.00777526,0.03425786,0.09002829,1.70959264,1.12608328,0.00575659
X03,2004-04-05T23:35:00,1147,1.13959143,0.00791383,0.03471771,0.07943554,1.69657673,1.16029924,0.01817126
X03,2004-04-06T00:15:00,1155,1.11239577,0.00772497,0.03247972,0.24114915,3.30092621,1.11193564,-0.00041365
X03,2004-04-06T00:55:00,1163,1.05515667,0.00732748,0.03052138,0.23270319,3.35765142,1.53191912,0.45184043
X03,2004-04-06T01:40:00,1172,1.13741584,0.00789872,0.03584587,0.26505779,3.41598709,1.10723084,-0.02653823
X03,2004-04-06T02:20:00,1180,1.08919453,0.00756385,0.03585085,0.22956741,3.23352791,1.06859889,-0.01890905
X03,2004-04-06T03:05:00,1189,1.06370395,0.00738683,0.03360690,0.22477122,3.27722013,1.13000759,0.06233279
X03,2004-04-06T03:45:00,1197,1.07349611,0.00745483,0.03591014,0.23921588,3.32920889,1.05452805,-0.01766943
X03,2004-04-06T04:30:00,1206,1.09182169,0.00758210,0.03452827,0.24405970,3.32970521,1.09168309,-0.00012695
X03,2004-04-06T05:10:00,1214,1.12739769,0.00782915,0.03517017,0.23366799,3.16316035,1.06079084,-0.05908018
X03,2004-04-06T05:50:00,1222,1.09205653,0.00758373,0.03600803,0.26892953,3.50063982,1.03049931,-0.05636816
X03,2004-04-06T06:35:00,1231,1.50954638,0.01048296,0.03094203,0.70986774,5.74771667,1.53861983,0.01925973
X03,2004-04-06T07:15:00,1239,1.04164060,0.00723362,0.03434554,0.25862607,3.53509426,1.01686660,-0.02378363
X03,2004-04-06T08:00:00,1248,1.04277461,0.00724149,0.03467738,0.24465968,3.35031119,0.99786219,-0.04307011
X03,2004-04-06T08:40:00,1256,1.41089959,0.00979791,0.03081853,0.67753386,5.84632186,0.96680043,-0.31476312
X03,2004-04-06T09:25:00,1265,1.40324695,0.00974477,0.03363878,0.66841921,5.81019178,1.39427589,-0.00639307
X03,2004-04-06T10:05:00,1273,0.90741875,0.00630152,0.02806357,0.24084207,3.64226052,1.36521127,0.50449974
X03,2004-04-06T10:50:00,1282,0.88318929,0.00613326,0.02796897,0.24321256,3.71742191,1.21433636,0.37494462
X03,2004-04-06T11:30:00,1290,1.30825663,0.00908512,0.03055063,0.64054399,5.93432673,1.24422024,-0.04894788
X03,2004-04-06T12:10:00,1298,0.89857508,0.00624010,0.02890706,0.23845014,3.61875251,0.87065434,-0.03107225
X03,2004-04-06T12:55:00,1307,0.89806110,0.00623654,0.03090706,0.23095842,3.50461117,0.93053407,0.03615898
X03,2004-04-06T13:35:00,1315,0.97835957,0.00679416,0.02919298,0.25849010,3.58135313,1.05226161,0.07553668
X03,2004-04-06T14:20:00,1324,1.01610891,0.00705631,0.03244796,0.24504312,3.37738704,1.03574926,0.01932899
X03,2004-04-06T15:00:00,1332,1.11025505,0.00771010,0.03630031,0.25378043,3.26371254,1.09890856,-0.01021971
X03,2004-04-06T15:45:00,1341,1.56394126,0.01086070,0.03375333,0.72743275,5.67645069,1.52803686,-0.02295764
X03,2004-04-06T16:25:00,1349,1.15298798,0.00800686,0.03821239,0.27396910,3.38209929,1.16324938,0.00889983
X03,2004-04-06T17:05:00,1357,1.09774070,0.00762320,0.03704673,0.23473672,3.21274404,1.17290199,0.06846908
X03,2004-04-06T17:50:00,1366,1.18108892,0.00820201,0.03726238,0.26305829,3.25798821,1.17595794,-0.00434428
X03,2004-04-06T18:30:00,1374,1.75076073,0.01215806,0.04101040,0.79461579,5.56408970,1.22196607,-0.30203708
X03,2004-04-06T19:15:00,1383,1.69015053,0.01173716,0.03812296,0.78521165,5.67931443,1.69359737,0.00203937
X03,2004-04-06T19:55:00,1391,1.16781609,0.00810983,0.03923301,0.25797509,3.31755341,1.20617879,0.03284995
X03,2004-04-06T20:40:00,1400,1.70979123,0.01187355,0.04334740,0.76196066,5.46196594,1.66514077,-0.02611457
X03,2004-04-06T21:20:00,1408,1.64205162,0.01140314,0.03740717,0.73495942,5.49739694,1.63446927,-0.00461760
X03,2004-04-06T22:00:00,1416,1.62080594,0.01125560,0.03825428,0.70549885,5.35412826,1.12709938,-0.30460559
X03,2004-04-06T22:45:00,1425,1.07269457,0.00744927,0.03168041,0.22823209,3.25931356,1.09050946,0.01660761
X03,2004-04-06T23:25:00,1433,1.54591414,0.01073551,0.03215982,0.70239177,5.57454976,1.55440202,0.00549052
X03,2004-04-07T00:10:00,1442,1.12421606,0.00780706,0.03834830,0.07019713,1.75396750,1.06034534,-0.05681356
X03,2004-04-07T00:50:00,1450,0.97135575,0.00674553,0.03288946,0.05949118,1.73134134,0.98251212,0.01148536
X03,2004-04-07T01:35:00,1459,1.03276886,0.00717201,0.02954318,0.06391362,1.70666336,1.02492055,-0.00759929
X03,2004-04-07T02:15:00,1467,1.07470025,0.00746320,0.03109688,0.06868935,1.71725675,1.07825269,0.00330552
X03,2004-04-07T02:55:00,1475,1.01317672,0.00703595,0.03196894,0.06446436,1.70356731,1.02383005,0.01051478
X03,2004-04-07T03:40:00,1484,1.02734155,0.00713432,0.03458219,0.06317386,1.71931489,1.05595599,0.02785290
X03,2004-04-07T04:20:00,1492,1.03015128,0.00715383,0.03619085,0.06557495,1.72007819,1.04292355,0.01239844
X03,2004-04-07T05:05:00,1501,0.99997772,0.00694429,0.03139156,0.07301998,1.75379476,1.00949637,0.00951886
X03,2004-04-07T05:45:00,1509,0.94573719,0.00656762,0.03086455,0.06237955,1.72688891,0.93753473,-0.00867309
X03,2004-04-07T06:30:00,1518,0.94654490,0.00657323,0.03075427,0.06368578,1.73090031,0.95703157,0.01107889
X03,2004-04-07T07:10:00,1526,0.96730124,0.00671737,0.02895996,0.06330268,1.80710712,0.92854735,-0.04006393
X03,2004-04-07T07:50:00,1534,0.96334505,0.00668990,0.02916769,0.07338793,1.83444674,0.97376851,0.01082007
X03,2004-04-07T08:35:00,1543,0.91305627,0.00634067,0.02917069,0.06809646,1.83870323,0.89568797,-0.01902216
X03,2004-04-07T09:15:00,1551,0.92262427,0.00640711,0.02882183,0.09604155,2.01375691,0.88979425,-0.03558331
X03,2004-04-07T10:00:00,1560,0.86781072,0.00602646,0.03030556,0.06943243,1.91888682,0.84588294,-0.02526792
X03,2004-04-07T10:40:00,1568,0.90364443,0.00627531,0.02988626,0.07414029,1.91448757,0.88212963,-0.02380892
X03,2004-04-07T11:25:00,1577,0.86370518,0.00599795,0.02824492,0.07419869,1.91424102,0.84838911,-0.01773298
X03,2004-04-07T12:05:00,1585,0.78651647,0.00546192,0.02450020,0.06800892,1.92729735,0.84155334,0.06997548
X03,2004-04-07T12:45:00,1593,0.82190113,0.00570765,0.02622750,0.06902679,1.89363474,0.83954669,0.02146921
X03,2004-04-07T13:30:00,1602,0.89534512,0.00621767,0.02699191,0.07028841,1.82587301,0.90482508,0.01058805
X03,2004-04-07T14:10:00,1610,1.00914096,0.00700792,0.03347501,0.07783266,1.84670942,0.95636182,-0.05230105
X03,2004-04-07T14:55:00,1619,0.95856642,0.00665671,0.03127868,0.06591816,1.81009773,0.99931887,0.04251396
X03,2004-04-07T15:35:00,1627,1.04922481,0.00728628,0.03316137,0.08490509,1.84431504,1.07023128,0.02002094
X03,2004-04-07T16:20:00,1636,1.23869722,0.00860206,0.04052157,0.09108063,1.83608418,1.23841940,-0.00022429
X03,2004-04-07T17:00:00,1644,1.23878847,0.00860270,0.03550190,0.07887114,1.77651752,1.25703564,0.01472985
X03,2004-04-07T17:40:00,1652,1.27208244,0.00883391,0.03876818,0.07081022,1.76737551,1.14633004,-0.09885554
X03,2004-04-07T18:25:00,1661,1.24389290,0.00863815,0.03624820,0.11172783,1.92129534,1.26535822,0.01725657
X03,2004-04-07T19:05:00,1669,1.07020955,0.00743201,0.03641227,0.07198251,1.77136651,1.13846607,0.06377864
X03,2004-04-07T19:50:00,1678,1.17812323,0.00818141,0.03744587,0.07058591,1.71719832,1.16109830,-0.01445089
X03,2004-04-07T20:30:00,1686,1.24275363,0.00863023,0.03967422,0.07923081,1.73040954,1.24840398,0.00454663
X03,2004-04-07T21:15:00,1695,1.18307072,0.00821577,0.03667837,0.08912920,1.80056100,1.17228949,-0.00911292
X03,2004-04-07T21:55:00,1703,1.14721434,0.00796677,0.03637375,0.07161557,1.72511112,1.17212221,0.02171161
